framework,path,commits_ahead
spring,Nilkanthpatel04/gs-caching-gemfire,1
spring,Buzzardo/gs-caching-gemfire,1
spring,mesutcelik/gs-caching,1
spring,pluone/gs-caching,2
spring,lulumatous/gs-caching,2
spring,dbrimley/gs-caching,1
spring,bluescout/gs-caching,4
spring,rodrigo-tsuru/gs-caching,1
spring,bobbylough/gs-caching,1
spring,arkenoid/gs-caching,1
spring,allen2063/gs-batch-processing,3
spring,sonyoon7/gs-batch-processing,5
spring,deadzq/gs-batch-processing,1
spring,emacarron/gs-batch-processing,2
spring,tmicheletti-crif/gs-batch-processing,3
spring,mac8088/gs-batch-processing,1
spring,alisoninoue/gs-batch-processing,1
spring,hamedmirzaei/gs-batch-processing,2
spring,arunplrgit/gs-batch-processing,1
spring,kadtewsd/gs-batch-processing,10
spring,benjamin555/gs-batch-processing,4
spring,Lab-takeoasai/gs-batch-processing,1
spring,nshopova/gs-batch-processing,3
spring,ricardobaumann/gs-batch-processing,1
spring,InverseLina/gs-batch-processing,1
spring,wytten/gs-batch-processing,24
spring,dbuchko/gs-batch-processing,1
spring,pranaysharmadelhi/gs-batch-processing,1
spring,proofy/gs-batch-processing,1
spring,sis-direct/gs-batch-processing,1
spring,igorrosenberg/gs-batch-processing,15
spring,szantopeter/spring-batch-example,5
spring,toretest/gs-async-method,1
spring,mkgobaco/gs-async-method,1
spring,duntzer/gs-async-method,1
spring,yyi/gs-async-method,2
spring,tiwarivikash/gs-async-method,1
spring,sbm20161/gs-actuator-service,2
spring,soloturn/gs-actuator-service,1
spring,unnisworld/gs-actuator-service,5
spring,ranyanxia/gs-actuator-service,9
spring,startcode/gs-actuator-service,1
spring,flap/gs-actuator-service,1
spring,martin-schaefer/gs-actuator-service,1
spring,btisdall/gs-actuator-service,11
spring,net1984master/gs-actuator-service,1
spring,phamlehieu2408/gs-actuator-service,5
spring,tmendenhall/gs-actuator-service,5
spring,rob-baily/gs-actuator-service,3
spring,teamlogan/gs-accessing-vault,1
spring,datazuul/gs-accessing-neo4j-data-rest,1
spring,kkito/gs-accessing-neo4j-data-rest,1
spring,javalisson/gs-accessing-neo4j-data-rest,2
spring,manonthemat/gs-accessing-neo4j-data-rest,1
spring,arkenoid/gs-accessing-neo4j-data-rest,1
spring,talkingscott/gs-accessing-data-neo4j,4
spring,javalisson/gs-accessing-data-neo4j,2
spring,d3z/gs-accessing-data-neo4j,1
spring,manonthemat/gs-accessing-data-neo4j,1
spring,gregturn/gs-accessing-data-neo4j,3
spring,pokhrela/gs-accessing-data-mongodb,13
spring,leoprince/gs-accessing-data-mongodb,1
spring,jimboweb/gs-accessing-data-mongodb,1
spring,idalv/gs-accessing-data-mongodb,1
spring,frizio/gs-accessing-data-mongodb,2
spring,qsbao/gs-accessing-data-mongodb,7
spring,venosov/gs-accessing-data-mongodb,1
spring,centibit/spring-data-mongodb-false-positive-cycle-detection,3
spring,EdwardPrentice/gs-accessing-data-mongodb,1
spring,eing/gs-accessing-data-mongodb,22
spring,emac/gs-accessing-data-mongodb,1
spring,metyl/gs-accessing-data-mongodb,35
spring,supermy/gs-accessing-data-mongodb,1
spring,JohnathanMarkSmith/gs-accessing-data-mongodb,2
spring,sathishk/gs-accessing-data-mongodb,3
spring,gregturn/gs-accessing-data-mongo,4
spring,janakec19/tut-spring-boot-oauth2,1
spring,Maisy/tut-spring-boot-oauth2,2
spring,sunrenjie/tut-spring-boot-oauth2,2
spring,wanlinus/tut-spring-boot-oauth2,1
spring,giziellerodrigues/tut-spring-boot-oauth2,1
spring,quantificial/tut-spring-boot-oauth2,12
spring,hgySandy/tut-spring-boot-oauth2,1
spring,VincentJcore/tut-spring-boot-oauth2,1
spring,glqdlt/tut-spring-boot-oauth2,1
spring,cass-green/tut-spring-boot-oauth2,1
spring,lhwong/tut-spring-boot-oauth2,1
spring,qqjianyue/tut-spring-boot-oauth2,1
spring,ahunigel/tut-spring-boot-oauth2,1
spring,topsli/tut-spring-boot-oauth2,2
spring,zombiyamo/tut-spring-boot-oauth2,2
spring,Oscar-21/tut-spring-boot-oauth2,2
spring,augustoescobar/tut-spring-boot-oauth2,2
spring,Miltonjacomini/tut-spring-boot-oauth2,1
spring,wangyanbn/tut-spring-boot-oauth2,1
spring,tanvir-ahmed-m4/tut-spring-boot-oauth2,8
spring,afillatre/tut-spring-boot-oauth2,1
spring,judomu/spring-boot-issue-8565,1
spring,davidmeredith/tut-spring-boot-oauth2,1
spring,dflick-pivotal/tut-spring-boot-oauth2,1
spring,tripleyup/tut-spring-boot-oauth2,1
spring,rohajda/tut-spring-boot-oauth2,2
spring,derekjwilliams/tut-spring-boot-oauth2,2
spring,xavierRobert/tut-spring-boot-oauth2,3
spring,crazyquark/tut-spring-boot-oauth2,1
spring,tonsV2/tut-spring-boot-oauth2,3
spring,m91snik/tut-spring-boot-oauth2,1
spring,augusto/tut-spring-boot-oauth2,1
spring,hazim1093/tut-spring-boot-oauth2,2
spring,tromantic/tut-spring-boot-oauth2,2
